"1","user_registration"
"2","edit_role"
"3","login"
"4","menu.html.twig"
"5","list_users"
"6","list_roles"
"7","edit_user"
"8","role_create"
"9","isic_import"
"10","generate_xml"
"11","BCCResqueBundle"
"12","BCCResqueBundle_homepage"
"13","BCCResqueBundle_queue_show"
"14","BCCResqueBundle_failed_list"
"15","BCCResqueBundle_scheduled_list"
"16","BCCResqueBundle_scheduled_timestamp"
"17","search_xml"
